City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
342,Deputatskiy,69.3,139.9,-6.23,92,96,3.4,RU,overcast clouds
343,Mineral Wells,32.81,-98.11,75.99,47,1,14.99,US,clear sky
344,San Jeronimo,-11.95,-75.28,56.07,59,87,4.94,PE,light rain
345,Te Anau,-45.42,167.72,45.05,69,79,7.29,NZ,broken clouds
346,Takoradi,4.88,-1.76,79.05,86,99,9.08,GH,light rain
347,Paracuru,-3.41,-39.03,84.2,66,20,13.87,BR,few clouds
348,Necochea,-38.55,-58.74,63.64,77,0,9.6,AR,clear sky
349,Seddon,-37.81,144.89,52.0,87,0,6.93,AU,clear sky
350,Portree,57.41,-6.19,41.0,81,44,3.18,GB,scattered clouds
351,Aban,56.67,96.06,36.7,98,100,8.93,RU,moderate rain
352,Conde,-7.26,-34.91,80.6,78,40,17.22,BR,scattered clouds
353,Tonaya,19.78,-103.97,84.2,51,20,6.93,MX,few clouds
354,Doha,25.29,51.53,84.0,65,0,4.7,QA,clear sky
355,Iqaluit,63.75,-68.51,10.4,78,75,5.82,CA,broken clouds
356,Honiara,-9.43,159.95,73.4,100,20,2.24,SB,few clouds
357,Ferrol,43.48,-8.24,60.01,93,75,4.7,ES,light rain
358,Upington,-28.45,21.26,75.2,31,11,6.93,ZA,few clouds
359,Khammam,17.25,80.15,70.93,85,24,3.04,IN,few clouds
360,Talnakh,69.49,88.4,19.4,79,75,13.42,RU,light shower snow
361,Buraydah,26.33,43.98,68.0,94,75,3.36,SA,broken clouds
362,Eyl,7.98,49.82,78.69,78,73,14.38,SO,broken clouds
363,Redlands,34.06,-117.18,57.0,81,90,5.82,US,overcast clouds
364,Udachnyy,66.42,112.4,-2.2,84,0,6.71,RU,clear sky
365,Sainte-Maxime,43.3,6.63,62.01,77,100,4.7,FR,light rain
366,Lagoa,39.05,-27.98,61.09,73,0,19.8,PT,clear sky
367,Alvaraes,-3.22,-64.8,91.4,63,40,3.36,BR,thunderstorm
368,Nouadhibou,20.93,-17.03,71.6,73,67,16.11,MR,broken clouds
369,Carutapera,-1.2,-46.02,82.53,72,4,10.58,BR,clear sky
370,Gulu,2.77,32.3,63.03,94,81,6.73,UG,moderate rain
371,Sangar,63.92,127.47,-13.54,89,97,4.79,RU,overcast clouds
372,Nioro,13.35,-15.75,84.06,46,0,4.88,GM,clear sky
373,Sao Paulo De Olivenca,-3.38,-68.87,87.26,66,98,2.64,BR,overcast clouds
374,Oltu,40.55,42.0,42.04,68,97,4.25,TR,overcast clouds
375,Pemba,-12.97,40.52,78.01,83,20,9.17,MZ,few clouds
376,Batagay,67.63,134.63,-26.97,84,51,1.45,RU,broken clouds
377,Ion Corvin,44.12,27.8,48.0,93,5,3.36,RO,clear sky
378,Tahe,52.33,124.73,10.26,90,97,9.4,CN,overcast clouds
379,Ahipara,-35.17,173.17,64.89,71,31,13.09,NZ,scattered clouds
380,Zaykovo,57.56,62.76,35.4,93,100,2.26,RU,overcast clouds
381,Mahibadhoo,3.78,72.97,83.43,77,99,10.89,MV,light rain
382,Yurimaguas,-5.9,-76.08,95.99,37,79,3.4,PE,broken clouds
383,Alliance,40.92,-81.11,71.6,35,20,6.93,US,few clouds
384,Bubaque,11.28,-15.83,84.97,77,0,14.25,GW,clear sky
385,Trairi,-3.28,-39.27,80.51,73,26,11.99,BR,scattered clouds
386,Marawi,8.0,124.29,73.99,90,100,4.0,PH,overcast clouds
387,Paamiut,61.99,-49.67,28.67,90,100,17.52,GL,overcast clouds
388,Manjacaze,-24.71,33.88,86.88,35,0,10.8,MZ,clear sky
389,Abdulino,53.7,53.67,34.36,89,92,11.77,RU,overcast clouds
390,Sakata,38.92,139.85,58.71,69,18,20.96,JP,few clouds
391,Yumen,40.28,97.2,27.54,84,42,0.65,CN,scattered clouds
392,Sohag,26.56,31.69,66.2,55,0,6.93,EG,clear sky
393,Olinda,-8.01,-34.86,82.4,69,75,14.99,BR,broken clouds
394,Half Moon Bay,37.46,-122.43,61.0,66,1,14.99,US,clear sky
395,Manavgat,36.79,31.44,66.0,36,0,9.17,TR,clear sky
396,Praia,14.92,-23.51,78.8,78,0,10.29,CV,clear sky
397,Cap Malheureux,-19.98,57.61,71.01,76,21,1.99,MU,few clouds
398,Manokwari,-0.87,134.08,79.99,72,99,3.58,ID,heavy intensity rain
399,Hovd,48.01,91.64,27.34,90,64,0.78,MN,broken clouds
400,Finschhafen,-6.6,147.87,80.1,70,31,3.36,PG,scattered clouds
401,Faya,18.39,42.45,62.6,63,0,1.86,SA,clear sky
402,Pisco,-13.7,-76.22,66.99,82,90,6.93,PE,overcast clouds
403,Ulladulla,-35.35,150.47,55.4,71,90,5.82,AU,overcast clouds
404,Shelburne,44.08,-80.2,69.8,46,20,8.05,CA,few clouds
405,Dali,25.7,100.18,48.51,73,0,1.81,CN,clear sky
406,Moulins,46.5,3.33,61.0,76,90,5.82,FR,overcast clouds
407,Gazojak,41.19,61.4,51.49,76,100,8.37,TM,overcast clouds
408,Quang Ngai,15.12,108.8,72.46,89,86,6.89,VN,light rain
409,Hervey Bay,-25.3,152.85,72.0,67,3,4.0,AU,clear sky
410,Hailar,49.2,119.7,12.51,93,0,8.05,CN,clear sky
411,Le Port,-20.94,55.29,71.6,78,20,14.99,RE,few clouds
412,Mandvi,22.83,69.37,80.26,39,0,9.6,IN,clear sky
413,Lyngseidet,69.58,20.22,35.6,74,75,53.02,NO,light rain
414,Benguela,-12.58,13.41,76.96,72,80,3.4,AO,broken clouds
415,Namibe,-15.2,12.15,70.39,67,28,10.27,AO,scattered clouds
416,Aripuana,-9.17,-60.63,91.56,44,76,2.66,BR,broken clouds
417,Bozuyuk,39.91,30.04,44.6,86,20,5.82,TR,few clouds
418,Carnarvon,-24.87,113.63,69.8,77,75,14.99,AU,broken clouds
419,Lyubech,51.7,30.66,42.26,97,2,7.05,UA,clear sky
420,Sochi,43.6,39.73,44.6,93,20,4.47,RU,few clouds
421,Jovellar,13.07,123.6,75.85,91,99,4.61,PH,overcast clouds
422,Barranco De Loba,8.95,-74.11,85.17,74,29,5.06,CO,light rain
423,Agadir,30.42,-9.6,64.4,77,0,10.29,MA,clear sky
424,Mandurah,-32.55,115.7,64.0,83,2,6.22,AU,clear sky
425,Vao,-22.67,167.48,73.31,73,73,11.32,NC,broken clouds
426,Naila,50.32,11.7,37.0,85,0,1.99,DE,clear sky
427,Orem,40.3,-111.69,64.99,39,90,23.04,US,overcast clouds
428,Upata,8.01,-62.4,91.99,55,76,1.99,VE,light rain
429,Novyy Urengoy,66.08,76.63,31.71,99,100,4.23,RU,overcast clouds
430,Hamada,34.88,132.08,55.99,88,8,5.01,JP,clear sky
431,Kaseda,31.42,130.32,64.0,88,100,11.01,JP,light rain
432,Hailun,47.45,126.93,26.08,97,100,17.94,CN,snow
433,Caluquembe,-13.78,14.68,64.65,87,100,4.05,AO,overcast clouds
434,Chigorodo,7.67,-76.68,84.31,67,70,5.41,CO,broken clouds
435,Maceio,-9.67,-35.74,80.6,78,75,12.75,BR,broken clouds
436,Praya,14.92,-23.51,78.8,78,0,10.29,CV,clear sky
437,Beira,-19.84,34.84,80.6,74,0,14.99,MZ,clear sky
438,Cordele,31.96,-83.78,78.8,61,40,6.93,US,scattered clouds
439,Leningradskiy,69.38,178.42,19.65,96,100,11.39,RU,light snow
440,Ucluelet,48.93,-125.55,46.4,61,5,6.93,CA,clear sky
441,Khudumelapye,-23.88,24.75,84.56,20,9,4.27,BW,clear sky
442,Yasnyy,51.03,59.87,36.3,95,100,14.18,RU,light rain
443,Bandarban,22.2,92.23,66.33,96,0,1.88,BD,clear sky
444,Panguna,-6.32,155.48,74.08,89,1,1.23,PG,clear sky
445,Clermont,49.5,2.42,50.0,100,0,2.24,FR,clear sky
446,Emerald,-23.53,148.17,70.0,94,90,9.17,AU,overcast clouds
447,Taman,45.21,36.72,51.8,76,1,6.71,RU,clear sky
448,Dunedin,-45.87,170.5,51.01,61,93,18.01,NZ,overcast clouds
449,Sault Sainte Marie,46.52,-84.33,66.2,63,1,11.41,CA,clear sky
450,Tete,-16.16,33.59,88.66,22,87,1.88,MZ,overcast clouds
451,Kyrylivka,46.38,35.37,50.65,82,8,11.07,UA,clear sky
452,Castelo Branco,39.82,-7.49,57.99,80,87,3.0,PT,overcast clouds
453,Gizo,-8.1,156.84,83.32,74,29,7.09,SB,scattered clouds
454,Axim,4.87,-2.24,78.73,87,71,7.34,GH,light rain
455,Pasinler,39.98,41.68,35.6,69,0,4.7,TR,clear sky
456,Petropavlovsk-Kamchatskiy,53.05,158.65,19.4,85,46,8.95,RU,scattered clouds
457,Husavik,66.04,-17.34,46.4,77,75,5.82,IS,light intensity drizzle
458,Xuddur,4.12,43.89,74.07,82,99,8.99,SO,overcast clouds
459,Oudtshoorn,-33.59,22.2,60.8,93,0,8.05,ZA,clear sky
460,La Ronge,55.1,-105.28,21.2,79,100,8.05,CA,overcast clouds
461,Emba,48.83,58.14,38.43,77,86,19.89,KZ,overcast clouds
462,Khasan,42.43,130.64,36.1,70,14,19.55,RU,few clouds
463,Darnah,32.77,22.64,67.71,74,54,13.82,LY,light rain
464,Sechura,-5.56,-80.82,71.33,62,48,18.72,PE,scattered clouds
465,Sinnamary,5.38,-52.95,81.25,78,46,14.74,GF,scattered clouds
466,Norman Wells,65.28,-126.83,24.8,92,75,2.24,CA,light snow
467,Flinders,-34.58,150.86,59.0,71,49,6.8,AU,scattered clouds
468,Paita,-5.09,-81.11,67.33,73,26,15.66,PE,scattered clouds
469,Kuliyapitiya,7.47,80.04,77.0,94,7,2.24,LK,mist
470,Lilongwe,-13.97,33.79,75.79,40,0,4.83,MW,clear sky
471,Luba,3.46,8.55,77.0,100,20,3.36,GQ,few clouds
472,Nanortalik,60.14,-45.24,32.47,90,100,7.54,GL,overcast clouds
473,Hobyo,5.35,48.53,79.41,78,52,10.63,SO,broken clouds
474,Acurenam,1.03,10.65,68.99,98,100,3.85,GQ,moderate rain
475,El Alto,-4.27,-81.21,66.9,78,28,13.4,PE,scattered clouds
476,Cascavel,-24.96,-53.46,80.64,42,0,3.22,BR,clear sky
477,Sawtell,-30.38,153.1,61.0,77,75,10.29,AU,broken clouds
478,Nome,64.5,-165.41,37.4,86,1,11.41,US,clear sky
479,Muros,42.78,-9.06,60.01,89,22,11.99,ES,light rain
480,Manta,-0.95,-80.73,80.6,65,40,8.05,EC,scattered clouds
481,Robore,-18.33,-59.75,104.0,28,18,5.88,BO,few clouds
482,Porto Novo,6.5,2.6,82.4,78,20,6.93,BJ,few clouds
483,Xingcheng,40.62,120.72,34.75,62,0,10.89,CN,clear sky
484,Quthing,-30.4,27.7,64.47,36,0,5.44,LS,clear sky
485,Nizhniy Kuranakh,58.84,125.49,-0.29,91,100,6.13,RU,overcast clouds
486,Dvinskoy,62.15,45.12,36.0,95,100,11.74,RU,moderate rain
487,Venado Tuerto,-33.75,-61.97,82.99,39,6,11.01,AR,clear sky
488,Valleyview,55.07,-117.29,17.6,72,92,9.17,CA,overcast clouds
489,Nazira,26.92,94.73,64.2,91,0,1.48,IN,clear sky
490,Teguldet,57.31,88.17,37.24,81,100,9.98,RU,overcast clouds
491,Markova,48.68,24.41,44.04,77,0,3.85,UA,clear sky
492,Golpayegan,33.45,50.29,48.76,47,100,1.95,IR,overcast clouds
493,Hasilpur,29.71,72.56,62.76,29,0,2.62,PK,clear sky
494,Ballina,-28.87,153.57,64.0,88,90,8.05,AU,overcast clouds
495,Cassia,-20.58,-46.92,79.18,47,3,2.98,BR,clear sky
496,Montes Claros,-16.73,-43.86,74.89,76,100,4.05,BR,overcast clouds
497,La Victoria,10.22,-67.33,75.0,83,21,1.41,VE,few clouds
498,Summerside,46.4,-63.79,44.6,75,98,13.87,CA,overcast clouds
499,Kambja,58.23,26.7,50.0,93,100,13.87,EE,mist
500,Bani Walid,31.76,13.99,62.24,81,0,7.45,LY,clear sky
501,Broken Hill,-31.95,141.43,57.2,41,0,10.29,AU,clear sky
502,Tomatlan,19.93,-105.25,86.29,60,49,8.88,MX,scattered clouds
503,Kyabe,9.45,18.94,80.76,46,100,3.47,TD,overcast clouds
504,Snezhnogorsk,69.19,33.25,33.8,86,75,8.95,RU,broken clouds
505,Sandwick,60.0,-1.25,44.6,100,94,3.67,GB,overcast clouds
506,Illapel,-31.63,-71.17,76.37,35,0,8.55,CL,clear sky
507,Corinto,37.94,22.96,62.01,45,85,10.92,GR,overcast clouds
508,Penzance,50.12,-5.54,55.4,100,100,12.75,GB,moderate rain
509,Leshukonskoye,64.9,45.76,32.63,97,100,6.89,RU,overcast clouds
510,Solnechnyy,50.72,136.63,18.95,87,100,6.17,RU,overcast clouds
511,Storforshei,66.4,14.52,37.0,94,49,5.01,NO,scattered clouds
512,Saint Anthony,45.02,-93.22,73.99,52,1,16.11,US,clear sky
513,Holland,42.79,-86.11,70.0,37,1,21.92,US,clear sky
514,Tyukhtet,56.54,89.3,37.36,85,72,7.96,RU,broken clouds
515,Kirakira,-10.45,161.92,82.71,75,76,5.59,SB,broken clouds
516,Leninsk,48.71,45.2,41.0,86,75,13.42,RU,broken clouds
517,Jodhpur,26.29,73.03,69.4,26,0,2.35,IN,clear sky
518,Pamplona,42.82,-1.64,55.0,100,40,1.12,ES,scattered clouds
519,Lahuachaca,-17.37,-67.67,58.53,33,26,15.41,BO,scattered clouds
520,Nhulunbuy,-12.23,136.77,77.0,83,87,9.15,AU,overcast clouds
521,Almaznyy,48.04,40.05,44.6,87,20,8.95,RU,few clouds
522,Kayerkan,69.35,87.76,19.4,79,75,13.42,RU,light shower snow
523,Palu,-0.89,119.87,75.54,80,99,2.84,ID,light rain
524,Asfi,32.3,-9.24,66.2,77,27,4.05,MA,scattered clouds
525,Cuajinicuilapa,16.47,-98.42,87.58,60,70,8.75,MX,broken clouds
526,Vinh,18.67,105.67,70.09,80,10,6.64,VN,clear sky
527,Kidal,18.44,1.41,76.05,18,1,11.81,ML,clear sky
528,Rawson,-43.3,-65.1,67.55,36,97,21.97,AR,overcast clouds
529,Kawalu,-7.38,108.21,70.09,91,33,0.81,ID,scattered clouds
530,Chicama,-7.84,-79.15,68.0,72,15,9.17,PE,few clouds
531,Vila Velha,-20.33,-40.29,77.0,78,75,6.93,BR,broken clouds
532,Margate,51.38,1.39,54.0,91,31,1.99,GB,scattered clouds
533,Gorin,51.2,136.67,19.0,89,100,6.58,RU,overcast clouds
534,Lata,40.16,-8.33,60.01,92,85,1.99,PT,overcast clouds
535,Aktash,50.3,87.73,19.53,92,43,5.17,RU,scattered clouds
536,Itanhaem,-24.18,-46.79,73.4,64,90,5.82,BR,overcast clouds
537,Itarema,-2.92,-39.92,80.87,73,58,16.98,BR,broken clouds
538,Muana,-1.53,-49.22,82.26,75,98,2.71,BR,overcast clouds
539,Alice Town,25.72,-79.3,80.2,76,100,28.59,BS,overcast clouds
540,Havre,49.58,0.33,55.4,82,0,9.17,FR,clear sky
541,Bafq,31.61,55.41,62.1,25,47,10.13,IR,scattered clouds
542,Bafoulabe,13.81,-10.83,88.05,16,0,5.84,ML,clear sky
543,Luderitz,-26.65,15.16,62.85,86,0,5.12,NA,clear sky
544,Zhanaozen,43.3,52.8,45.21,68,100,9.95,KZ,overcast clouds
545,Khani,41.96,42.96,51.8,93,90,11.41,GE,overcast clouds
546,Lerwick,60.15,-1.15,44.6,100,98,2.04,GB,overcast clouds
547,Chulman,56.85,124.91,-4.29,90,100,6.91,RU,overcast clouds
548,Galesong,-5.32,119.37,79.03,63,91,3.65,ID,overcast clouds
549,Samarai,-10.62,150.67,81.41,82,13,8.01,PG,light rain
550,Ankara,39.92,32.85,46.0,75,0,1.12,TR,clear sky
551,Shache,38.42,77.24,32.88,84,0,3.29,CN,clear sky
552,Ruwi,23.6,58.55,80.6,65,75,5.82,OM,broken clouds
553,Fort Nelson,58.81,-122.7,12.2,85,75,4.21,CA,broken clouds
554,Codrington,-38.27,141.97,46.54,86,4,5.53,AU,clear sky
555,Bezhetsk,57.79,36.7,42.46,91,17,13.22,RU,few clouds
556,Saint-Pierre,-21.34,55.48,73.4,78,0,11.41,RE,clear sky
557,Ugoofaaru,5.67,73.0,82.69,75,100,10.78,MV,overcast clouds
558,Linguere,15.4,-15.12,92.88,21,0,8.86,SN,clear sky
559,Sur,22.57,59.53,75.36,76,0,7.58,OM,clear sky
560,Morehead,37.27,-87.18,80.6,31,1,4.7,US,clear sky
561,Carbonia,39.17,8.52,62.01,87,40,3.36,IT,light rain
562,Saldanha,-33.01,17.94,62.6,82,0,12.75,ZA,clear sky
563,Richards Bay,-28.78,32.04,71.56,92,2,7.81,ZA,clear sky
564,Matay,28.42,30.78,63.54,55,4,5.44,EG,clear sky
565,Osypenko,46.91,36.83,49.44,73,79,7.72,UA,broken clouds
566,Kiunga,-6.12,141.29,71.47,98,100,1.61,PG,overcast clouds
567,Shingu,33.73,135.98,61.79,88,100,4.92,JP,light rain
568,Mujiayingzi,42.12,118.78,23.11,66,0,5.19,CN,clear sky
569,Santa Isabel,-23.32,-46.22,75.2,60,0,8.05,BR,clear sky
570,Togur,58.36,82.83,36.46,82,100,11.95,RU,overcast clouds
571,Mildura,-34.2,142.15,51.01,70,0,8.05,AU,clear sky
572,Kilindoni,-7.91,39.67,80.38,80,18,15.43,TZ,light rain
573,Mundgod,14.97,75.03,71.13,87,0,10.6,IN,clear sky
574,Macomb,40.46,-90.67,72.0,43,1,12.75,US,clear sky
575,Bambui,-20.01,-45.98,82.27,48,48,4.63,BR,scattered clouds
576,Kantang,7.41,99.52,79.0,98,46,2.93,TH,scattered clouds
577,Port Blair,11.67,92.75,80.96,80,0,7.36,IN,moderate rain
578,Malartic,48.13,-78.13,46.4,93,90,3.36,CA,mist
579,Launceston,-41.45,147.17,50.0,75,0,4.7,AU,clear sky
580,Winnemucca,40.97,-117.74,33.8,86,90,8.05,US,fog
581,Manakara,-22.13,48.02,71.73,89,78,8.03,MG,broken clouds
582,Yeppoon,-23.13,150.73,75.2,64,90,10.29,AU,overcast clouds
583,Loandjili,-4.76,11.86,80.6,83,75,12.75,CG,broken clouds
584,Hendek,40.8,30.75,51.8,93,75,2.89,TR,broken clouds
585,Souillac,-20.52,57.52,73.4,78,40,6.93,MU,scattered clouds
586,Oranjemund,-28.55,16.43,62.83,86,27,4.18,NA,scattered clouds
587,Punta Alta,-38.88,-62.07,71.15,39,1,19.1,AR,clear sky
588,Kupang,-10.17,123.58,78.75,76,20,3.24,ID,few clouds
589,Sayyan,15.17,44.32,52.61,41,4,2.98,YE,clear sky
590,Sao Felix Do Xingu,-6.64,-51.99,81.9,70,18,2.77,BR,few clouds
591,Kaliua,-5.06,31.79,73.42,66,73,2.26,TZ,broken clouds
592,Puerto Quijarro,-17.78,-57.77,105.57,12,0,4.97,BO,clear sky
593,Gravdal,68.12,13.5,38.88,74,100,17.22,NO,overcast clouds
594,Bara,10.37,10.73,76.91,27,0,5.79,NG,clear sky
595,Porangatu,-13.44,-49.15,81.03,64,100,3.11,BR,overcast clouds
596,Eirunepe,-6.66,-69.87,94.35,41,81,2.98,BR,broken clouds
597,Kangaatsiaq,68.31,-53.46,15.71,84,44,7.74,GL,scattered clouds
598,Beaverlodge,55.22,-119.44,19.4,73,75,17.22,CA,broken clouds
599,Kadyy,57.79,43.19,36.28,87,77,9.15,RU,broken clouds
600,Nayoro,44.35,142.46,39.16,83,36,5.91,JP,scattered clouds
601,Kannur,11.87,75.36,80.6,88,20,2.24,IN,mist
602,Raudeberg,61.99,5.14,45.0,96,83,3.74,NO,broken clouds
603,Churapcha,62.0,132.43,-10.26,90,100,5.35,RU,overcast clouds
604,Liverpool,53.41,-2.98,51.01,93,98,6.93,GB,overcast clouds
605,Kavaratti,10.57,72.64,82.98,75,0,7.96,IN,clear sky
606,Russell,32.35,-85.2,71.6,88,90,5.82,US,overcast clouds
607,Santa Isabel Do Rio Negro,-0.41,-65.02,75.88,90,100,1.3,BR,moderate rain
608,Pajarito,5.29,-72.7,72.36,84,100,1.63,CO,moderate rain
609,Bajil,15.06,43.29,81.84,58,0,3.76,YE,clear sky
610,Ushtobe,45.25,77.98,45.91,42,99,5.5,KZ,overcast clouds
611,Bosaso,11.28,49.18,74.66,73,35,3.98,SO,scattered clouds
612,Mier,26.43,-99.15,87.8,25,1,5.82,MX,clear sky
613,Aloleng,16.13,119.78,79.83,86,100,5.99,PH,moderate rain
614,Calvinia,-31.47,19.78,50.13,84,49,8.99,ZA,scattered clouds
615,Kalmar,56.66,16.36,50.0,87,75,6.93,SE,broken clouds
616,Vardo,70.37,31.11,39.85,73,95,31.09,NO,light rain
617,Kholm,59.27,32.85,46.62,91,61,11.5,RU,broken clouds
618,Naze,28.37,129.48,73.4,94,75,16.11,JP,mist
619,Prince Albert,53.2,-105.77,23.0,92,90,16.11,CA,light snow
620,Tautira,-17.73,-149.15,84.2,70,20,12.75,PF,few clouds
621,Coihaique,-45.58,-72.07,68.0,37,0,5.82,CL,clear sky
622,Karratha,-20.74,116.85,69.96,67,0,9.91,AU,light rain
623,Cap-Aux-Meules,47.38,-61.86,39.2,73,48,27.51,CA,scattered clouds
624,Parana,-31.73,-60.52,90.0,28,10,1.99,AR,clear sky
625,Leo,11.1,-2.1,77.81,18,0,4.83,BF,clear sky
626,Vestmanna,62.16,-7.17,41.0,86,85,1.12,FO,overcast clouds
627,Ginir,7.13,40.7,57.38,98,100,2.55,ET,light rain
628,Blagoyevo,63.37,47.92,33.49,94,100,10.04,RU,snow
629,Tamiahua,21.27,-97.45,79.54,67,92,8.97,MX,overcast clouds
630,Motema,8.6,-11.03,72.18,90,18,1.23,SL,few clouds
631,Mahanje,-9.93,35.33,68.09,61,0,4.63,TZ,clear sky
632,Balurghat,25.22,88.77,65.91,83,0,6.26,IN,clear sky
633,Broadstairs,51.36,1.44,54.0,90,32,1.01,GB,scattered clouds
634,State College,40.79,-77.86,71.6,33,1,5.82,US,clear sky
635,General Roca,-39.03,-67.58,86.0,28,0,11.41,AR,clear sky
636,Sciacca,37.51,13.09,57.99,89,1,4.0,IT,clear sky
637,Vila,42.03,-8.16,55.0,94,98,1.01,PT,overcast clouds
638,Sumbe,-11.21,13.84,76.89,79,96,10.74,AO,light rain
639,Topolobampo,25.6,-109.05,88.0,58,40,11.41,MX,scattered clouds
640,Dolores Hidalgo,21.16,-100.93,80.01,31,83,2.86,MX,broken clouds
641,Kang,-23.68,22.79,83.7,17,0,3.04,BW,clear sky
642,Opelousas,30.53,-92.08,79.0,65,40,4.7,US,scattered clouds
643,Ponta Delgada,37.73,-25.67,60.8,72,40,8.05,PT,light intensity shower rain
644,Proletarsk,46.7,41.72,47.19,83,47,11.34,RU,scattered clouds
645,Shostka,51.86,33.47,42.96,94,0,7.16,UA,clear sky
646,Oranjestad,12.52,-70.03,86.0,70,40,9.17,AW,scattered clouds
647,Mirnyy,62.54,113.96,1.4,77,20,4.47,RU,few clouds
648,Egvekinot,66.32,-179.17,21.56,98,100,4.83,RU,light snow
649,Belaya Gora,68.53,146.42,-2.6,92,100,2.73,RU,overcast clouds
650,Puerto Escondido,15.85,-97.07,87.8,70,20,5.82,MX,few clouds
651,Milkovo,54.72,158.62,23.02,89,6,2.37,RU,clear sky
652,Moree,-29.47,149.85,62.6,63,40,9.17,AU,scattered clouds
653,Ormara,25.21,64.64,76.03,46,0,4.54,PK,clear sky
654,Sao Desiderio,-12.36,-44.97,75.4,83,99,3.36,BR,light rain
655,Rio Gallegos,-51.62,-69.22,66.2,32,40,20.8,AR,scattered clouds
656,Sosnovo-Ozerskoye,52.52,111.54,7.18,93,39,7.16,RU,scattered clouds
657,Yelan,50.95,43.74,38.8,89,69,11.52,RU,broken clouds
658,Lanxi,29.22,119.48,61.0,17,2,2.53,CN,clear sky
659,Otjimbingwe,-22.35,16.13,65.8,35,0,3.6,NA,clear sky
660,Letpadan,17.78,95.75,73.08,95,0,7.16,MM,clear sky
661,Virginia Beach,36.85,-75.98,73.4,56,20,6.93,US,few clouds
662,Pestyaki,56.71,42.67,35.85,90,42,8.52,RU,scattered clouds
663,Evensk,61.95,159.23,12.7,90,92,9.86,RU,overcast clouds
664,Mersing,2.43,103.84,73.4,100,48,5.82,MY,scattered clouds
665,Verkhnevilyuysk,63.45,120.32,-5.87,91,89,4.38,RU,overcast clouds
666,Yelyzavethradka,48.8,32.4,44.69,93,67,3.96,UA,broken clouds
667,Howell,42.61,-83.93,71.6,26,1,12.75,US,clear sky
668,Muroto,33.28,134.15,69.84,72,99,7.36,JP,overcast clouds
669,Vilhena,-12.74,-60.15,91.4,43,75,6.93,BR,broken clouds
670,Kuybyshevo,47.81,38.91,46.51,77,0,7.65,RU,clear sky
671,Krasnoselkup,65.7,82.47,34.41,98,100,8.88,RU,overcast clouds
672,San Fernando,15.03,120.69,77.0,88,90,9.17,PH,heavy intensity rain
673,Locri,38.24,16.26,57.2,76,20,4.7,IT,few clouds
674,Saint-Paul,-21.01,55.27,71.6,78,20,14.99,RE,few clouds
675,Boueni,-12.9,45.08,77.0,83,0,2.24,YT,clear sky
676,Manicore,-5.81,-61.3,89.02,58,100,2.17,BR,overcast clouds
677,Vasilyevskiy Mokh,57.01,35.92,42.93,91,0,9.31,RU,clear sky
678,Saint-Francois,46.42,3.91,57.2,76,90,5.82,FR,overcast clouds
679,Himatangi,-40.4,175.32,64.99,86,87,5.99,NZ,overcast clouds
680,Zhangjiakou,40.81,114.88,31.37,77,0,6.49,CN,clear sky
681,Soroca,48.16,28.3,45.0,90,0,1.03,MD,clear sky
682,Acarau,-2.89,-40.12,81.25,72,55,18.28,BR,broken clouds
683,Cay,38.59,31.03,44.82,60,0,7.67,TR,clear sky
684,Wainwright,52.84,-110.86,30.2,100,100,10.29,CA,overcast clouds
685,Poum,-20.23,164.02,76.82,73,5,12.91,NC,clear sky
686,Peniche,39.36,-9.38,63.0,87,16,8.01,PT,few clouds
687,Winneba,5.35,-0.62,82.4,83,20,11.41,GH,few clouds
